wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time, snw_dpth
230,67,2.9,0,6.9,2.7,12.9,10.5,208,0, ,79, 2024-09-01 00:00:00, 
245,71,2.3,0,6.7,2.6,11.8,9.3,261,0, ,85, 2024-09-01 01:00:00, 
226,79,2.7,0,7,2.2,10.5,8.4,230,0, ,89, 2024-09-01 02:00:00, 
266,85,2.6,0,6.9,1.8,9.3,7.5,245,0, ,93, 2024-09-01 03:00:00, 
267,89,2.2,0,6.7,2.2,8.4,6.9,226,0, ,96, 2024-09-01 04:00:00, 
279,93,1.8,0,6.4,2.1,7.5,7.1,266,0, ,95, 2024-09-01 05:00:00, 
305,96,2.2,0,6.3,5.2,6.9,13.1,267,0, ,68, 2024-09-01 06:00:00, 
294,95,2.1,0,6.4,6.3,7.1,16.2,279,0, ,58, 2024-09-01 07:00:00, 
288,68,5.2,0,7.3,7.2,13.1,20,305,0, ,48, 2024-09-01 08:00:00, 
333,58,6.3,0,7.9,5.6,16.2,23.4,294,0, ,40, 2024-09-01 09:00:00, 
358,48,7.2,0,8.7,3.7,20,26.7,288,0, ,33, 2024-09-01 10:00:00, 
12,40,5.6,0,9,4.2,23.4,30.9,333,0, ,27, 2024-09-01 11:00:00, 
89,33,3.7,0,9.1,5.9,26.7,34.1,358,0, ,19, 2024-09-01 12:00:00, 
118,27,4.2,0,9.7,4.9,30.9,36.3,12,0, ,15, 2024-09-01 13:00:00, 
50,19,5.9,0,7.2,6.2,34.1,37.3,89,0, ,13, 2024-09-01 14:00:00, 
75,15,4.9,0,5.5,5.1,36.3,36.8,118,0, ,12, 2024-09-01 15:00:00, 
263,13,6.2,0,4.3,6.5,37.3,36.4,50,0, ,15, 2024-09-01 16:00:00, 
296,12,5.1,0,2.8,4.1,36.8,29.7,75,0, ,26, 2024-09-01 17:00:00, 
62,15,6.5,0,5.6,2.3,36.4,23.1,263,0, ,37, 2024-09-01 18:00:00, 
332,26,4.1,0,8.2,2.8,29.7,19.9,296,0, ,47, 2024-09-01 19:00:00, 
270,37,2.3,0,7.6,2.8,23.1,17.1,62,0, ,54, 2024-09-01 20:00:00, 
276,47,2.8,0,8.3,2.5,19.9,15.3,332,0, ,61, 2024-09-01 21:00:00, 
225, , ,0, ,3.1, ,13.8, , , ,64, 2024-09-01 22:00:00, 
,61,2.5, ,7.8, ,15.3, ,276,0, , , 2024-09-01 23:00:00, 
298,64,3.1,0,7.1,1.8,13.8,11.5,225,0, ,73, 2024-09-02 00:00:00, 
252,68,2.6,0,7,2.1,12.7,10.9,232,0, ,77, 2024-09-02 01:00:00, 
183,73,1.8,0,6.8,1.9,11.5,10,298,0, ,79, 2024-09-02 02:00:00, 
29,77,2.1,0,7,0,10.9,8.8,252,0, ,85, 2024-09-02 03:00:00, 
206,79,1.9,0,6.5,3.3,10,8.2,183,0, ,87, 2024-09-02 04:00:00, 
339,85,0,0,6.4,1.7,8.8,8.5,29,0, ,86, 2024-09-02 05:00:00, 
162,87,3.3,0,6.2,2.4,8.2,14.5,206,0, ,65, 2024-09-02 06:00:00, 
307,86,1.7,0,6.3,3,8.5,16.1,339,0, ,56, 2024-09-02 07:00:00, 
343,65,2.4,0,8,3.2,14.5,18.8,162,0, ,49, 2024-09-02 08:00:00, 
295,56,3,0,7.3,6.5,16.1,23.6,307,0, ,38, 2024-09-02 09:00:00, 
303, , ,0, ,6.3, ,25.1, , , ,34, 2024-09-02 10:00:00, 
297,38,6.5,0,8.5,5.8,23.6,28.2,295,0, ,28, 2024-09-02 11:00:00, 
80,34,6.3,0,8.1,5.9,25.1,30,303,0, ,26, 2024-09-02 12:00:00, 
354,28,5.8,0,8,4.5,28.2,29.6,297,0, ,29, 2024-09-02 13:00:00, 
105,26,5.9,0,8.4,3.8,30,29.2,80,0, ,32, 2024-09-02 14:00:00, 
56,29,4.5,0,9.7,4.3,29.6,28.5,354,0, ,36, 2024-09-02 15:00:00, 
264,32,3.8,0,10.8,7.8,29.2,27.3,105,0, ,28, 2024-09-02 16:00:00, 
246,36,4.3,0,12,8,28.5,27.2,56,0, ,28, 2024-09-02 17:00:00, 
272,28,7.8,0,7.2,12.2,27.3,26,264,0, ,29, 2024-09-02 18:00:00, 
283,28,8,0,7.1,9.1,27.2,23.8,246,0, ,36, 2024-09-02 19:00:00, 
229,29,12.2,0,6.6,9.4,26,20.8,272,0, ,42, 2024-09-02 20:00:00, 
237,36,9.1,0,7.8,3,23.8,16.8,283,0, ,58, 2024-09-02 21:00:00, 
255,42,9.4,0,7.4,6.4,20.8,16.9,229,0, ,56, 2024-09-02 22:00:00, 
,58,3, ,8.5, ,16.8, ,237,0, , , 2024-09-02 23:00:00, 
323,56,6.4,0,8.1,2.1,16.9,12.7,255,0, ,76, 2024-09-03 00:00:00, 
316, , ,0, ,4.6, ,11.5, , , ,79, 2024-09-03 01:00:00, 
289,76,2.1,0,8.6,3.8,12.7,10,323,0, ,88, 2024-09-03 02:00:00, 
162,79,4.6,0,8,3.9,11.5,9.4,316,0, ,92, 2024-09-03 03:00:00, 
255,88,3.8,0,8.1,3.2,10,8.7,289,0, ,94, 2024-09-03 04:00:00, 
293,92,3.9,0,8.2,7.1,9.4,9,162,0, ,92, 2024-09-03 05:00:00, 
95,94,3.2,0,7.8,5.1,8.7,13.7,255,0, ,72, 2024-09-03 06:00:00, 
297,92,7.1,0,7.8,7.6,9,17.2,293,0, ,60, 2024-09-03 07:00:00, 
288,72,5.1,0,8.7,9.7,13.7,19.8,95,0, ,51, 2024-09-03 08:00:00, 
332,60,7.6,0,9.4,5.8,17.2,23.8,297,0, ,40, 2024-09-03 09:00:00, 
269,51,9.7,0,9.4,11.7,19.8,27.8,288,0, ,31, 2024-09-03 10:00:00, 
238,40,5.8,0,9.4,8,23.8,29.8,332,0, ,29, 2024-09-03 11:00:00, 
8,31,11.7,0,9.1,6.4,27.8,31.9,269,0, ,24, 2024-09-03 12:00:00, 
336,29,8,0,9.9,5.4,29.8,30.8,238,0, ,27, 2024-09-03 13:00:00, 
19,24,6.4,0,8.8,6.2,31.9,32.5,8,0, ,23, 2024-09-03 14:00:00, 
232,27,5.4,0,9.7,7.5,30.8,32.9,336,0, ,21, 2024-09-03 15:00:00, 
286,23,6.2,0,8.7,8.6,32.5,31.2,19,0, ,21, 2024-09-03 16:00:00, 
301,21,7.5,0,7.7,6.7,32.9,28.4,232,0, ,22, 2024-09-03 17:00:00, 
299,21,8.6,0,6.3,8.5,31.2,25.8,286,0, ,25, 2024-09-03 18:00:00, 
253,22,6.7,0,4.6,6.9,28.4,20.1,301,0, ,40, 2024-09-03 19:00:00, 
163,25,8.5,0,4.3,2.3,25.8,17.7,299,0, ,50, 2024-09-03 20:00:00, 
279,40,6.9,0,6.1,4.6,20.1,17.9,253,0, ,51, 2024-09-03 21:00:00, 
329, , ,0, ,3.5, ,13.8, , , ,65, 2024-09-03 22:00:00, 
,51,4.6, ,7.6, ,17.9, ,279,0, , , 2024-09-03 23:00:00, 
300,65,3.5,0,7.3,6.3,13.8,11.5,329,0, ,79, 2024-09-04 00:00:00, 
98,74,3.2,0,7.6,2.4,12.1,9.8,244,0, ,85, 2024-09-04 01:00:00, 
257,79,6.3,0,8,2.9,11.5,8.9,300,0, ,89, 2024-09-04 02:00:00, 
262,85,2.4,0,7.4,3.3,9.8,7.9,98,0, ,92, 2024-09-04 03:00:00, 
187,89,2.9,0,7.2,2.5,8.9,7.2,257,0, ,99, 2024-09-04 04:00:00, 
108,92,3.3,0,6.7,2.1,7.9,7.8,262,0, ,98, 2024-09-04 05:00:00, 
88,99,2.5,0,7.1,3.1,7.2,13.8,187,0, ,71, 2024-09-04 06:00:00, 
33,98,2.1,0,7.5,4.6,7.8,17.2,108,0, ,56, 2024-09-04 07:00:00, 
290,71,3.1,0,8.6,7.4,13.8,19.8,88,0, ,47, 2024-09-04 08:00:00, 
293,56,4.6,0,8.4,9.4,17.2,22.3,33,0, ,41, 2024-09-04 09:00:00, 
231,47,7.4,0,8.2,5.4,19.8,27.2,290,0, ,29, 2024-09-04 10:00:00, 
268,41,9.4,0,8.4,8.8,22.3,31.5,293,0, ,19, 2024-09-04 11:00:00, 
233,29,5.4,0,7.6,7.9,27.2,33,231,0, ,17, 2024-09-04 12:00:00, 
249,19,8.8,0,5.1,8.8,31.5,33.4,268,0, ,16, 2024-09-04 13:00:00, 
235,17,7.9,0,4.7,10.7,33,33.7,233,0, ,17, 2024-09-04 14:00:00, 
216, , ,0, ,10.6, ,33.6, , , ,18, 2024-09-04 15:00:00, 
262,17,10.7,0,5.3,7.4,33.7,32.6,235,0, ,20, 2024-09-04 16:00:00, 
262,18,10.6,0,6,4.1,33.6,29.5,216,0, ,26, 2024-09-04 17:00:00, 
260,20,7.4,0,6.7,5.6,32.6,22.5,262,0, ,37, 2024-09-04 18:00:00, 
273,26,4.1,0,8,4.8,29.5,20.5,262,0, ,43, 2024-09-04 19:00:00, 
188,37,5.6,0,7.1,2.3,22.5,16.6,260,0, ,54, 2024-09-04 20:00:00, 
210,43,4.8,0,7.5,2.7,20.5,16,273,0, ,55, 2024-09-04 21:00:00, 
168,54,2.3,0,7.3,1.9,16.6,13.3,188,0, ,61, 2024-09-04 22:00:00, 
,55,2.7, ,7, ,16, ,210,0, , , 2024-09-04 23:00:00, 
304,61,1.9,0,5.9,2.3,13.3,10.4,168,0, ,73, 2024-09-05 00:00:00, 
285,65,2.3,0,5.6,1.9,12,9.2,269,0, ,81, 2024-09-05 01:00:00, 
271,73,2.3,0,5.8,2.1,10.4,8.3,304,0, ,84, 2024-09-05 02:00:00, 
310,81,1.9,0,6.1,2.7,9.2,7.6,285,0, ,86, 2024-09-05 03:00:00, 
261,84,2.1,0,5.8,2.5,8.3,6.7,271,0, ,94, 2024-09-05 04:00:00, 
327,86,2.7,0,5.4,3.8,7.6,7.5,310,0, ,86, 2024-09-05 05:00:00, 
103,94,2.5,0,5.8,2.2,6.7,13.2,261,0, ,67, 2024-09-05 06:00:00, 
302,86,3.8,0,5.3,7.4,7.5,16.4,327,0, ,53, 2024-09-05 07:00:00, 
291,67,2.2,0,7.2,6.5,13.2,19.2,103,0, ,46, 2024-09-05 08:00:00, 
289,53,7.4,0,6.8,6.5,16.4,22.3,302,0, ,37, 2024-09-05 09:00:00, 
332,46,6.5,0,7.3,4.9,19.2,26.1,291,0, ,30, 2024-09-05 10:00:00, 
291,37,6.5,0,6.9,5,22.3,30,289,0, ,24, 2024-09-05 11:00:00, 
46,30,4.9,0,7.2,5.9,26.1,33.5,332,0, ,18, 2024-09-05 12:00:00, 
33,24,5,0,7.2,5.3,30,35,291,0, ,17, 2024-09-05 13:00:00, 
91,18,5.9,0,5.9,5.3,33.5,35.7,46,0, ,17, 2024-09-05 14:00:00, 
254,17,5.3,0,6.3,6.8,35,35.7,33,0, ,17, 2024-09-05 15:00:00, 
250, , ,0, ,6.8, ,34.7, , , ,18, 2024-09-05 16:00:00, 
278,17,6.8,0,6.9,4.4,35.7,30.7,254,0, ,24, 2024-09-05 17:00:00, 
279,18,6.8,0,6.9,2.7,34.7,22.9,250,0, ,37, 2024-09-05 18:00:00, 
189,24,4.4,0,7.8,3.6,30.7,18.7,278,0, ,42, 2024-09-05 19:00:00, 
156,37,2.7,0,7.4,3.6,22.9,16.5,279,0, ,46, 2024-09-05 20:00:00, 
300,42,3.6,0,5.5,3.7,18.7,14.6,189,0, ,51, 2024-09-05 21:00:00, 
232,46,3.6,0,4.9,3.2,16.5,12.5,156,0, ,61, 2024-09-05 22:00:00, 
,51,3.7, ,4.6, ,14.6, ,300,0, , , 2024-09-05 23:00:00, 
226,61,3.2,0,5.2,2.1,12.5,9.5,232,0, ,73, 2024-09-06 00:00:00, 
61,67,4,0,5,0,10.9,8.6,227,0, ,76, 2024-09-06 01:00:00, 
283,73,2.1,0,4.9,1.7,9.5,7.7,226,0, ,81, 2024-09-06 02:00:00, 
266,76,0,0,4.6,2.1,8.6,7,61,0, ,83, 2024-09-06 03:00:00, 
222, , ,0, ,1.8, ,6, , , ,90, 2024-09-06 04:00:00, 
189,83,2.1,0,4.3,1.7,7,6.3,266,0, ,88, 2024-09-06 05:00:00, 
335,90,1.8,0,4.5,4.7,6,12.6,222,0, ,62, 2024-09-06 06:00:00, 
299,88,1.7,0,4.5,6.7,6.3,15.6,189,0, ,55, 2024-09-06 07:00:00, 
299,62,4.7,0,5.5,6.1,12.6,19.2,335,0, ,45, 2024-09-06 08:00:00, 
276,55,6.7,0,6.6,6.2,15.6,22.8,299,0, ,37, 2024-09-06 09:00:00, 
315,45,6.1,0,7,5.2,19.2,26.9,299,0, ,28, 2024-09-06 10:00:00, 
93,37,6.2,0,7.4,5,22.8,30.4,276,0, ,24, 2024-09-06 11:00:00, 
64,28,5.2,0,6.9,5.9,26.9,34.8,315,0, ,17, 2024-09-06 12:00:00, 
57,24,5,0,7.6,6.3,30.4,36,93,0, ,15, 2024-09-06 13:00:00, 
292,17,5.9,0,6.2,5.1,34.8,36.3,64,0, ,15, 2024-09-06 14:00:00, 
324,15,6.3,0,5.3,4.9,36,35.8,57,0, ,15, 2024-09-06 15:00:00, 
261,15,5.1,0,5.5,8.5,36.3,33.8,292,0, ,17, 2024-09-06 16:00:00, 
272,15,4.9,0,5.2,5.2,35.8,28,324,0, ,26, 2024-09-06 17:00:00, 
213,17,8.5,0,5.4,2.9,33.8,22.3,261,0, ,38, 2024-09-06 18:00:00, 
204,26,5.2,0,6.7,3.4,28,18.8,272,0, ,44, 2024-09-06 19:00:00, 
239,38,2.9,0,7.3,3.9,22.3,17.3,213,0, ,48, 2024-09-06 20:00:00, 
289,44,3.4,0,6.3,3.8,18.8,14.9,204,0, ,55, 2024-09-06 21:00:00, 
302,48,3.9,0,6.2,3.5,17.3,13.1,239,0, ,66, 2024-09-06 22:00:00, 
,55,3.8, ,5.9, ,14.9, ,289,0, , , 2024-09-06 23:00:00, 
238,66,3.5,0,6.9,3.3,13.1,10.5,302,0, ,70, 2024-09-07 00:00:00, 
289,67,2.6,0,5.8,1.9,11.7,9.2,232,0, ,77, 2024-09-07 01:00:00, 
221,70,3.3,0,5.3,2,10.5,8.4,238,0, ,79, 2024-09-07 02:00:00, 
286,77,1.9,0,5.4,2.6,9.2,8.1,289,0, ,80, 2024-09-07 03:00:00, 
162, , ,0, ,1.6, ,7.1, , , ,87, 2024-09-07 04:00:00, 
184,80,2.6,0,4.9,1.7,8.1,6.9,286,0, ,88, 2024-09-07 05:00:00, 
66,87,1.6,0,5.1,1.9,7.1,11.5,162,0, ,72, 2024-09-07 06:00:00, 
301,88,1.7,0,5.1,6.6,6.9,15.4,184,0, ,56, 2024-09-07 07:00:00, 
315,72,1.9,0,6.6,6.6,11.5,18.8,66,0, ,45, 2024-09-07 08:00:00, 
302,56,6.6,0,6.7,6.2,15.4,22.4,301,0, ,38, 2024-09-07 09:00:00, 
280,45,6.6,0,6.6,6.6,18.8,25.6,315,0, ,30, 2024-09-07 10:00:00, 
297,38,6.2,0,7.4,4.9,22.4,29.8,302,0, ,24, 2024-09-07 11:00:00, 
64,30,6.6,0,6.8,5.8,25.6,33,280,0, ,21, 2024-09-07 12:00:00, 
89,24,4.9,0,7.1,5.7,29.8,35.3,297,0, ,17, 2024-09-07 13:00:00, 
78,21,5.8,0,7.8,5.5,33,36.1,64,0, ,14, 2024-09-07 14:00:00, 
50,17,5.7,0,6.6,4.4,35.3,35.8,89,0, ,14, 2024-09-07 15:00:00, 
140,14,5.5,0,4.4,2.6,36.1,34,78,0, ,20, 2024-09-07 16:00:00, 
209,14,4.4,0,4.2,3.3,35.8,27.5,50,0, ,32, 2024-09-07 17:00:00, 
244,20,2.6,0,7.9,3.1,34,22,140,0, ,37, 2024-09-07 18:00:00, 
322, , ,0, ,3.1, ,18.5, , , ,45, 2024-09-07 19:00:00, 
255,37,3.1,0,6.7,3.8,22,17.3,244,0, ,46, 2024-09-07 20:00:00, 
312,45,3.1,0,6.4,2.4,18.5,14.7,322,0, ,59, 2024-09-07 21:00:00, 
188,46,3.8,0,5.6,3.5,17.3,13.8,255,0, ,57, 2024-09-07 22:00:00, 
,59,2.4, ,6.8, ,14.7, ,312,0, , , 2024-09-07 23:00:00, 
203,57,3.5,0,5.4,1.9,13.8,11.4,188,0, ,66, 2024-09-08 00:00:00, 
276,61,3.7,0,5.6,2.6,12.9,11.4,305,0, ,68, 2024-09-08 01:00:00, 
278,66,1.9,0,5.3,1.8,11.4,10,203,0, ,75, 2024-09-08 02:00:00, 
216,68,2.6,0,5.7,1.8,11.4,9,276,0, ,79, 2024-09-08 03:00:00, 
218,75,1.8,0,5.8,2.3,10,8.7,278,0, ,79, 2024-09-08 04:00:00, 
80,79,1.8,0,5.6,1.6,9,9.2,216,0, ,78, 2024-09-08 05:00:00, 
196,79,2.3,0,5.3,2.8,8.7,12.7,218,0, ,68, 2024-09-08 06:00:00, 
137,78,1.6,0,5.6,4,9.2,14.9,80,0, ,60, 2024-09-08 07:00:00, 
348,68,2.8,0,7,3.7,12.7,18.3,196,0, ,46, 2024-09-08 08:00:00, 
299,60,4,0,7.2,7.8,14.9,21.1,137,0, ,40, 2024-09-08 09:00:00, 
308,46,3.7,0,6.5,4.6,18.3,23.5,348,0, ,35, 2024-09-08 10:00:00, 
87,40,7.8,0,7,4,21.1,25.7,299,0, ,33, 2024-09-08 11:00:00, 
355,35,4.6,0,7.2,4.1,23.5,27.8,308,0, ,27, 2024-09-08 12:00:00, 
275,33,4,0,8.2,4.4,25.7,29.3,87,0, ,24, 2024-09-08 13:00:00, 
322,27,4.1,0,7.1,3.1,27.8,29.3,355,0, ,28, 2024-09-08 14:00:00, 
289,24,4.4,0,6.7,3.7,29.3,30.2,275,0, ,26, 2024-09-08 15:00:00, 
342,28,3.1,0,8.9,2.2,29.3,29.3,322,0, ,32, 2024-09-08 16:00:00, 
282,26,3.7,0,8.6,0,30.2,23,289,0, ,46, 2024-09-08 17:00:00, 
321,32,2.2,0,10.9,2.5,29.3,20,342,0, ,53, 2024-09-08 18:00:00, 
320,46,0,0,10.8,1.9,23,18.2,282,0, ,56, 2024-09-08 19:00:00, 
116,53,2.5,0,10.1,0,20,15.4,321,0, ,62, 2024-09-08 20:00:00, 
290,56,1.9,0,9.3,3.7,18.2,14,320,0, ,67, 2024-09-08 21:00:00, 
173,62,0,0,8.2,0,15.4,12.1,116,0, ,73, 2024-09-08 22:00:00, 
,67,3.7, ,8, ,14, ,290,0, , , 2024-09-08 23:00:00, 
317,73,0,0,7.4,0,12.1,10.3,173,0, ,77, 2024-09-09 00:00:00, 
334,77,3.8,0,7,0,10.9,9.5,232,0, ,82, 2024-09-09 01:00:00, 
105, , ,0, ,1.6, ,8.8, , , ,88, 2024-09-09 02:00:00, 
32,82,0,0,6.6,0,9.5,8,334,0, ,91, 2024-09-09 03:00:00, 
117, , ,0, ,0, ,7.7, , , ,94, 2024-09-09 04:00:00, 
160, , ,0, ,2.6, ,7.9, , , ,92, 2024-09-09 05:00:00, 
352,94,0,0,6.8,0,7.7,13,117,0, ,70, 2024-09-09 06:00:00, 
279,92,2.6,0,6.7,3.8,7.9,16.4,160,0, ,58, 2024-09-09 07:00:00, 
284,70,0,0,7.7,5.5,13,19,352,0, ,49, 2024-09-09 08:00:00, 
85,58,3.8,0,8.1,5.4,16.4,23.8,279,0, ,40, 2024-09-09 09:00:00, 
46,49,5.5,0,8.1,4.8,19,27.9,284,0, ,32, 2024-09-09 10:00:00, 
252,40,5.4,0,9.4,5.8,23.8,30.2,85,0, ,27, 2024-09-09 11:00:00, 
285,32,4.8,0,9.7,11.9,27.9,31.3,46,0, ,20, 2024-09-09 12:00:00, 
338, , ,0, ,8, ,31.9, , , ,21, 2024-09-09 13:00:00, 
314,20,11.9,0,5.7,9.3,31.3,30.9,285,0, ,23, 2024-09-09 14:00:00, 
332,21,8,0,6.9,9.2,31.9,28.9,338,0, ,29, 2024-09-09 15:00:00, 
334,23,9.3,0,7.4,7.3,30.9,27.2,314,0, ,32, 2024-09-09 16:00:00, 
317,29,9.2,0,9.1,7.3,28.9,24.8,332,0, ,36, 2024-09-09 17:00:00, 
279,32,7.3,0,9.1,9.9,27.2,22.8,334,0, ,38, 2024-09-09 18:00:00, 
281,36,7.3,0,8.7,9.5,24.8,21.2,317,0, ,42, 2024-09-09 19:00:00, 
254,38,9.9,0,7.8,8.3,22.8,20.1,279,0, ,43, 2024-09-09 20:00:00, 
232,42,9.5,0,7.8,7.2,21.2,18.6,281,0, ,46, 2024-09-09 21:00:00, 
247,43,8.3,0,7.1,7.4,20.1,17.7,254,0, ,48, 2024-09-09 22:00:00, 
,46,7.2, ,6.8, ,18.6, ,232,0, , , 2024-09-09 23:00:00, 
304,48,7.4,0,6.6,6.8,17.7,13.2,247,0, ,67, 2024-09-10 00:00:00, 
315,54,7.1,0,7,6.4,16.3,12.9,236,0, ,68, 2024-09-10 01:00:00, 
308,67,6.8,0,7.2,5.9,13.2,10.9,304,0, ,74, 2024-09-10 02:00:00, 
261,68,6.4,0,7.1,2.3,12.9,10.3,315,0, ,79, 2024-09-10 03:00:00, 
302, , ,0, ,5.5, ,9.8, , , ,77, 2024-09-10 04:00:00, 
296,79,2.3,0,6.8,2.7,10.3,7.7,261,0, ,88, 2024-09-10 05:00:00, 
118,77,5.5,0,6,2,9.8,10.4,302,0, ,77, 2024-09-10 06:00:00, 
117,88,2.7,0,5.8,3.1,7.7,13.5,296,0, ,64, 2024-09-10 07:00:00, 
298,77,2,0,6.5,2.6,10.4,14.7,118,0, ,58, 2024-09-10 08:00:00, 
326,64,3.1,0,6.8,5.4,13.5,17.5,117,0, ,49, 2024-09-10 09:00:00, 
299,58,2.6,0,6.5,6.1,14.7,21,298,0, ,41, 2024-09-10 10:00:00, 
341,49,5.4,0,6.7,4.5,17.5,22.7,326,0, ,37, 2024-09-10 11:00:00, 
68,41,6.1,0,7.3,6.4,21,24.9,299,0, ,27, 2024-09-10 12:00:00, 
77,37,4.5,0,7.3,6.2,22.7,25.7,341,0, ,29, 2024-09-10 13:00:00, 
332,27,6.4,0,4.6,4.4,24.9,27.2,68,0, ,26, 2024-09-10 14:00:00, 
299,29,6.2,0,6.3,4.9,25.7,25.9,77,0, ,25, 2024-09-10 15:00:00, 
294,26,4.4,0,6,7,27.2,25,332,0, ,29, 2024-09-10 16:00:00, 
240,25,4.9,0,4.4,4,25.9,21.9,299,0, ,36, 2024-09-10 17:00:00, 
279,29,7,0,5.7,3,25,17.3,294,0, ,48, 2024-09-10 18:00:00, 
290,36,4,0,6.2,3.4,21.9,13.9,240,0, ,57, 2024-09-10 19:00:00, 
239,48,3,0,6.2,1.9,17.3,11.5,279,0, ,65, 2024-09-10 20:00:00, 
218,57,3.4,0,5.5,2.8,13.9,10.7,290,0, ,68, 2024-09-10 21:00:00, 
196,65,1.9,0,5.2,0,11.5,10.3,239,0, ,72, 2024-09-10 22:00:00, 
,68,2.8, ,5, ,10.7, ,218,0, , , 2024-09-10 23:00:00, 
297, , ,0, ,5.3, ,10.7, , , ,73, 2024-09-11 00:00:00, 
,71,2.3, ,4.8, ,9.8, ,280,0, , , 2024-09-11 01:00:00, 
190,73,5.3,0,6.1,1.7,10.7,10.9,297,0, ,73, 2024-09-11 02:00:00, 
154, , ,0, ,2.1, ,10.9, , , ,73, 2024-09-11 03:00:00, 
307,73,1.7,0,6.3,4.6,10.9,10.4,190,0, ,90, 2024-09-11 04:00:00, 
311,73,2.1,0,6.3,3.7,10.9,10.8,154,0, ,91, 2024-09-11 05:00:00, 
326,90,4.6,0,8.8,3.4,10.4,12.4,307,0, ,84, 2024-09-11 06:00:00, 
85,91,3.7,0,9.4,3.8,10.8,13.5,311,0, ,73, 2024-09-11 07:00:00, 
121,84,3.4,0,9.8,4.2,12.4,14.3,326,0, ,70, 2024-09-11 08:00:00, 
256,73,3.8,0.2,8.8,4.2,13.5,14.7,85,0, ,77, 2024-09-11 09:00:00, 
85,70,4.2,0,8.9,3,14.3,16.6,121,0, ,64, 2024-09-11 10:00:00, 
280,77,4.2,0,10.7,6.2,14.7,19.1,256,0.2, ,57, 2024-09-11 11:00:00, 
242,64,3,0,9.8,9.4,16.6,19.3,85,0, ,51, 2024-09-11 12:00:00, 
250,57,6.2,0,10.4,6.9,19.1,19.2,280,0, ,50, 2024-09-11 13:00:00, 
243,51,9.4,0,8.9,9,19.3,18,242,0, ,62, 2024-09-11 14:00:00, 
254,50,6.9,0,8.5,6.4,19.2,18.3,250,0, ,73, 2024-09-11 15:00:00, 
287,62,9,0,10.6,7.5,18,17.3,243,0, ,72, 2024-09-11 16:00:00, 
267,73,6.4,0,13.4,4.3,18.3,17.1,254,0, ,71, 2024-09-11 17:00:00, 
234,72,7.5,0,12.2,6.5,17.3,15.3,287,0, ,78, 2024-09-11 18:00:00, 
259,71,4.3,0,11.8,5.5,17.1,14.8,267,0, ,82, 2024-09-11 19:00:00, 
264,78,6.5,0,11.5,5.7,15.3,14.3,234,0, ,83, 2024-09-11 20:00:00, 
265,82,5.5,0,11.8,6.2,14.8,14.3,259,0, ,83, 2024-09-11 21:00:00, 
269,83,5.7,0,11.5,6.9,14.3,14.6,264,0, ,79, 2024-09-11 22:00:00, 
,83,6.2, ,11.5, ,14.3, ,265,0, , , 2024-09-11 23:00:00, 
232,79,6.9,0,11,9.7,14.6,14.7,269,0, ,69, 2024-09-12 00:00:00, 
254,71,8.5,0,9.7,6.8,14.9,12.7,241,0, ,79, 2024-09-12 01:00:00, 
239,69,9.7,0,9.1,8.7,14.7,12.3,232,0, ,77, 2024-09-12 02:00:00, 
295,79,6.8,0,9.2,7.5,12.7,9.7,254,0, ,87, 2024-09-12 03:00:00, 
142,77,8.7,0,8.4,2.8,12.3,7.3,239,0, ,97, 2024-09-12 04:00:00, 
243,87,7.5,0,7.6,3.2,9.7,6.6,295,0, ,98, 2024-09-12 05:00:00, 
294,97,2.8,0,6.9,9.1,7.3,9.5,142,0, ,83, 2024-09-12 06:00:00, 
289,98,3.2,0,6.3,8.7,6.6,13.6,243,0, ,65, 2024-09-12 07:00:00, 
248,83,9.1,0,6.8,11,9.5,18.2,294,0, ,49, 2024-09-12 08:00:00, 
298,65,8.7,0,7.2,14.2,13.6,19.3,289,0, ,45, 2024-09-12 09:00:00, 
304, , ,0, ,10.4, ,20.4, , , ,40, 2024-09-12 10:00:00, 
323,45,14.2,0,7.1,10.9,19.3,21.9,298,0, ,37, 2024-09-12 11:00:00, 
299,40,10.4,0,6.4,15.7,20.4,22.9,304,0, ,33, 2024-09-12 12:00:00, 
347,37,10.9,0,6.6,10.1,21.9,24,323,0, ,32, 2024-09-12 13:00:00, 
299,33,15.7,0,5.8,13.6,22.9,23.7,299,0, ,32, 2024-09-12 14:00:00, 
289,32,10.1,0,6.3,11.3,24,22,347,0, ,36, 2024-09-12 15:00:00, 
290,32,13.6,0,6,5.8,23.7,21.2,299,0, ,39, 2024-09-12 16:00:00, 
242,36,11.3,0,6.3,7.1,22,19.6,289,0, ,45, 2024-09-12 17:00:00, 
293,39,5.8,0,6.7,3.3,21.2,16.3,290,0, ,57, 2024-09-12 18:00:00, 
131,45,7.1,0,7.4,3.7,19.6,13.5,242,0, ,67, 2024-09-12 19:00:00, 
283,57,3.3,0,7.8,1.9,16.3,10.5,293,0, ,78, 2024-09-12 20:00:00, 
351,67,3.7,0,7.5,1.9,13.5,8.8,131,0, ,84, 2024-09-12 21:00:00, 
304,78,1.9,0,6.8,0,10.5,7.5,283,0, ,92, 2024-09-12 22:00:00, 
