id,time,temp,rh,prec,wd,ws,Visibility_km,Weather
QUEBEC INTL A,2023-05-28 06:00,14.9,72,0,26,19,48.3,NA
QUEBEC INTL A,2023-05-28 07:00,16.8,65,0,26,25,48.3,Mainly Clear
QUEBEC INTL A,2023-05-28 08:00,19.1,55,0,24,27,48.3,NA
QUEBEC INTL A,2023-05-28 09:00,21.2,49,0,25,30,48.3,NA
QUEBEC INTL A,2023-05-28 10:00,22.9,45,0,24,33,48.3,Mainly Clear
QUEBEC INTL A,2023-05-28 11:00,25.2,42,0,22,32,48.3,NA
QUEBEC INTL A,2023-05-28 12:00,27.3,40,0,24,27,48.3,NA
QUEBEC INTL A,2023-05-28 13:00,29.6,36,0,25,31,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-28 14:00,29.5,31,0,27,33,48.3,NA
QUEBEC INTL A,2023-05-28 15:00,29.2,26,0,31,16,48.3,NA
QUEBEC INTL A,2023-05-28 16:00,28,18,0,34,13,48.3,Clear
QUEBEC INTL A,2023-05-28 17:00,26.9,20,0,34,10,48.3,NA
QUEBEC INTL A,2023-05-28 18:00,24.2,27,0,35,14,48.3,NA
QUEBEC INTL A,2023-05-28 19:00,21.1,29,0,2,17,48.3,Mainly Clear
QUEBEC INTL A,2023-05-28 20:00,19.1,28,0,1,17,24.1,NA
QUEBEC INTL A,2023-05-28 21:00,17.1,32,0,1,10,24.1,NA
QUEBEC INTL A,2023-05-28 22:00,16.2,36,0,2,10,24.1,Mainly Clear
QUEBEC INTL A,2023-05-28 23:00,15.2,40,0,1,12,24.1,NA
QUEBEC INTL A,2023-05-29 00:00,13.9,44,0,2,9,24.1,NA
QUEBEC INTL A,2023-05-29 01:00,12.4,49,0,2,9,24.1,Mainly Clear
QUEBEC INTL A,2023-05-29 02:00,11.8,47,0,3,10,24.1,NA
QUEBEC INTL A,2023-05-29 03:00,10.5,52,0,4,10,24.1,NA
QUEBEC INTL A,2023-05-29 04:00,9,65,0,5,12,48.3,Mainly Clear
QUEBEC INTL A,2023-05-29 05:00,9.7,68,0,4,7,48.3,NA
QUEBEC INTL A,2023-05-29 06:00,12,63,0,5,16,48.3,NA
QUEBEC INTL A,2023-05-29 07:00,13.1,49,0,8,17,48.3,Mainly Clear
QUEBEC INTL A,2023-05-29 08:00,13.4,49,0,9,22,48.3,NA
QUEBEC INTL A,2023-05-29 09:00,14.1,49,0,8,21,48.3,NA
QUEBEC INTL A,2023-05-29 10:00,14.9,45,0,7,21,48.3,Mainly Clear
QUEBEC INTL A,2023-05-29 11:00,15.8,49,0,7,17,48.3,NA
QUEBEC INTL A,2023-05-29 12:00,16.3,45,0,6,17,48.3,NA
QUEBEC INTL A,2023-05-29 13:00,17,39,0,8,15,48.3,Mainly Clear
QUEBEC INTL A,2023-05-29 14:00,18.2,35,0,5,23,48.3,NA
QUEBEC INTL A,2023-05-29 15:00,18.4,35,0,6,20,48.3,NA
QUEBEC INTL A,2023-05-29 16:00,18.4,30,0,8,17,48.3,Mainly Clear
QUEBEC INTL A,2023-05-29 17:00,18.4,31,0,8,16,48.3,NA
QUEBEC INTL A,2023-05-29 18:00,17.7,34,0,3,5,48.3,NA
QUEBEC INTL A,2023-05-29 19:00,14.5,48,0,5,5,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-29 20:00,13.1,57,0,4,8,48.3,NA
QUEBEC INTL A,2023-05-29 21:00,9.8,78,0,4,5,24.1,NA
QUEBEC INTL A,2023-05-29 22:00,9.6,72,0,1,5,24.1,Clear
QUEBEC INTL A,2023-05-29 23:00,9.6,67,0,36,7,24.1,NA
QUEBEC INTL A,2023-05-30 00:00,9.9,63,0,1,9,24.1,NA
QUEBEC INTL A,2023-05-30 01:00,9.4,63,0,1,10,24.1,Clear
QUEBEC INTL A,2023-05-30 02:00,7,74,0,5,7,24.1,NA
QUEBEC INTL A,2023-05-30 03:00,8.3,68,0,1,9,48.3,NA
QUEBEC INTL A,2023-05-30 04:00,6.5,76,0,6,7,48.3,Mainly Clear
QUEBEC INTL A,2023-05-30 05:00,7.5,74,0,1,3,48.3,NA
QUEBEC INTL A,2023-05-30 06:00,10.5,65,0,4,6,48.3,NA
QUEBEC INTL A,2023-05-30 07:00,13.3,58,0,,0,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-30 08:00,16.5,48,0,25,3,48.3,NA
QUEBEC INTL A,2023-05-30 09:00,18.9,51,0,23,17,48.3,NA
QUEBEC INTL A,2023-05-30 10:00,20.5,42,0,21,16,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-30 11:00,22,41,0,23,17,48.3,NA
QUEBEC INTL A,2023-05-30 12:00,23.5,37,0,21,18,48.3,NA
QUEBEC INTL A,2023-05-30 13:00,24.4,30,0,24,14,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-30 14:00,25.4,21,0,22,20,48.3,NA
QUEBEC INTL A,2023-05-30 15:00,25.7,21,0,26,14,48.3,NA
QUEBEC INTL A,2023-05-30 16:00,25.5,25,0,24,14,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-30 17:00,24.6,28,0,27,16,48.3,NA
QUEBEC INTL A,2023-05-30 18:00,23.2,32,0,26,12,48.3,NA
QUEBEC INTL A,2023-05-30 19:00,18.7,43,0,25,10,48.3,Mainly Clear
QUEBEC INTL A,2023-05-30 20:00,18.6,38,0,25,8,48.3,NA
QUEBEC INTL A,2023-05-30 21:00,14.8,60,0,28,5,24.1,NA
QUEBEC INTL A,2023-05-30 22:00,13.8,58,0,16,3,24.1,Mainly Clear
QUEBEC INTL A,2023-05-30 23:00,13,67,0,6,4,24.1,NA
QUEBEC INTL A,2023-05-31 00:00,11.8,70,0,32,4,24.1,NA
QUEBEC INTL A,2023-05-31 01:00,10.4,81,0,1,4,24.1,Clear
QUEBEC INTL A,2023-05-31 02:00,10.6,79,0,22,3,24.1,NA
QUEBEC INTL A,2023-05-31 03:00,9.4,85,0,,0,24.1,NA
QUEBEC INTL A,2023-05-31 04:00,9.2,86,0,,0,48.3,Mainly Clear
QUEBEC INTL A,2023-05-31 05:00,9.8,90,0,,0,40.2,NA
QUEBEC INTL A,2023-05-31 06:00,14.2,75,0,29,5,40.2,NA
QUEBEC INTL A,2023-05-31 07:00,18.2,67,0,24,16,40.2,Mainly Clear
QUEBEC INTL A,2023-05-31 08:00,20.5,63,0,25,19,40.2,NA
QUEBEC INTL A,2023-05-31 09:00,22.5,59,0,23,16,40.2,NA
QUEBEC INTL A,2023-05-31 10:00,24.9,51,0,23,21,40.2,Mainly Clear
QUEBEC INTL A,2023-05-31 11:00,26.7,43,0,24,24,40.2,NA
QUEBEC INTL A,2023-05-31 12:00,27.9,40,0,24,18,40.2,NA
QUEBEC INTL A,2023-05-31 13:00,28.7,34,0,24,14,48.3,Clear
QUEBEC INTL A,2023-05-31 14:00,29.8,34,0,26,20,48.3,NA
QUEBEC INTL A,2023-05-31 15:00,29.9,31,0,25,23,48.3,NA
QUEBEC INTL A,2023-05-31 16:00,29.8,31,0,25,23,48.3,Clear
QUEBEC INTL A,2023-05-31 17:00,29.4,34,0,23,18,48.3,NA
QUEBEC INTL A,2023-05-31 18:00,27.9,41,0,24,12,48.3,NA
QUEBEC INTL A,2023-05-31 19:00,23.1,56,0,25,16,48.3,Clear
QUEBEC INTL A,2023-05-31 20:00,21.6,56,0,25,17,24.1,NA
QUEBEC INTL A,2023-05-31 21:00,22.5,52,0,28,7,24.1,NA
QUEBEC INTL A,2023-05-31 22:00,19.1,70,0,,0,24.1,Clear
QUEBEC INTL A,2023-05-31 23:00,17.2,78,0,33,3,24.1,NA
