"","ID","TIME","TEMP","RH","PREC","WD","WS","FUELTYPE","LAT","LONG","TZ_LOC","MON","DAY","HR","YR","PERCENT_CURED","MINUTE","DATE","TIMESTAMP","TIMEZONE","SOLRAD","SUNRISE","SUNSET","SUNLIGHT_HOURS"
"65","FLNRO-WMB 394 ROCK CREEK",2024-09-12 16:00:00,21.2,32,0,299,13.6,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,16,2024,100,0,2024-09-12,2024-09-12 16:00:00,-8,0.29906911274609,5.44184731095658,18.3048884150315,12.8630411040749
"66","FLNRO-WMB 394 ROCK CREEK",2024-09-12 17:00:00,19.6,36,0,289,11.3,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,17,2024,100,0,2024-09-12,2024-09-12 17:00:00,-8,0.168916811103377,5.44184731095658,18.3048884150315,12.8630411040749
"67","FLNRO-WMB 394 ROCK CREEK",2024-09-12 18:00:00,16.3,39,0,290,5.8,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,18,2024,100,0,2024-09-12,2024-09-12 18:00:00,-8,0.0305372987570083,5.44184731095658,18.3048884150315,12.8630411040749
"68","FLNRO-WMB 394 ROCK CREEK",2024-09-12 19:00:00,13.5,45,0,242,7.1,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,19,2024,100,0,2024-09-12,2024-09-12 19:00:00,-8,4.99173146210038e-17,5.44184731095658,18.3048884150315,12.8630411040749
"69","FLNRO-WMB 394 ROCK CREEK",2024-09-12 20:00:00,10.5,57,0,293,3.3,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,20,2024,100,0,2024-09-12,2024-09-12 20:00:00,-8,4.99173146210038e-17,5.44184731095658,18.3048884150315,12.8630411040749
"70","FLNRO-WMB 394 ROCK CREEK",2024-09-12 21:00:00,8.8,67,0,131,3.7,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,21,2024,100,0,2024-09-12,2024-09-12 21:00:00,-8,4.99173146210038e-17,5.44184731095658,18.3048884150315,12.8630411040749
"71","FLNRO-WMB 394 ROCK CREEK",2024-09-12 22:00:00,7.5,78,0,283,1.9,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,22,2024,100,0,2024-09-12,2024-09-12 22:00:00,-8,4.99173146210038e-17,5.44184731095658,18.3048884150315,12.8630411040749
"72","FLNRO-WMB 394 ROCK CREEK",2024-09-12 23:00:00,6.45,84,0,351,1.9,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,23,2024,100,0,2024-09-12,2024-09-12 23:00:00,-8,4.99173146210038e-17,5.44184731095658,18.3048884150315,12.8630411040749
"73","FLNRO-WMB 394 ROCK CREEK",2024-09-13,5.4,92,0,304,1,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,0,2024,100,0,2024-09-13,2024-09-13,-8,6.07765022349106e-17,5.46526423787686,18.2690329678721,12.8037687299953
"74","FLNRO-WMB 394 ROCK CREEK",2024-09-13 01:00:00,4.4,95,0,240,1.9,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,1,2024,100,0,2024-09-13,2024-09-13 01:00:00,-8,6.07765022349106e-17,5.46526423787686,18.2690329678721,12.8037687299953
"75","FLNRO-WMB 394 ROCK CREEK",2024-09-13 02:00:00,3.7,98,0,270,1.9,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,2,2024,100,0,2024-09-13,2024-09-13 02:00:00,-8,6.07765022349106e-17,5.46526423787686,18.2690329678721,12.8037687299953
"76","FLNRO-WMB 394 ROCK CREEK",2024-09-13 03:00:00,3.2,99,0,328,1.6,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,3,2024,100,0,2024-09-13,2024-09-13 03:00:00,-8,6.07765022349106e-17,5.46526423787686,18.2690329678721,12.8037687299953
"77","FLNRO-WMB 394 ROCK CREEK",2024-09-13 04:00:00,2.4,100,0,176,1,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,4,2024,100,0,2024-09-13,2024-09-13 04:00:00,-8,6.07765022349106e-17,5.46526423787686,18.2690329678721,12.8037687299953
"78","FLNRO-WMB 394 ROCK CREEK",2024-09-13 05:00:00,2,100,0,263,1,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,5,2024,100,0,2024-09-13,2024-09-13 05:00:00,-8,6.07765022349106e-17,5.46526423787686,18.2690329678721,12.8037687299953
"79","FLNRO-WMB 394 ROCK CREEK",2024-09-13 06:00:00,6.5,100,0,213,3.7,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,6,2024,100,0,2024-09-13,2024-09-13 06:00:00,-8,0.0762696875297249,5.46526423787686,18.2690329678721,12.8037687299953
"80","FLNRO-WMB 394 ROCK CREEK",2024-09-13 07:00:00,9.4,100,0,319,1,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,7,2024,100,0,2024-09-13,2024-09-13 07:00:00,-8,0.243326078819016,5.46526423787686,18.2690329678721,12.8037687299953
"81","FLNRO-WMB 394 ROCK CREEK",2024-09-13 08:00:00,11.8,90,0,307.5,3.6,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,8,2024,100,0,2024-09-13,2024-09-13 08:00:00,-8,0.397460314292046,5.46526423787686,18.2690329678721,12.8037687299953
"82","FLNRO-WMB 394 ROCK CREEK",2024-09-13 09:00:00,14,80,0,296,7.2,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,9,2024,100,0,2024-09-13,2024-09-13 09:00:00,-8,0.528168400520196,5.46526423787686,18.2690329678721,12.8037687299953
"83","FLNRO-WMB 394 ROCK CREEK",2024-09-13 10:00:00,16.9,69,0,294,8.6,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,10,2024,100,0,2024-09-13,2024-09-13 10:00:00,-8,0.626542797432343,5.46526423787686,18.2690329678721,12.8037687299953
"84","FLNRO-WMB 394 ROCK CREEK",2024-09-13 11:00:00,19.4,61,0,303,7.75,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,11,2024,100,0,2024-09-13,2024-09-13 11:00:00,-8,0.685879452450302,5.46526423787686,18.2690329678721,12.8037687299953
"85","FLNRO-WMB 394 ROCK CREEK",2024-09-13 12:00:00,22.7,53,0,312,6.9,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,12,2024,100,0,2024-09-13,2024-09-13 12:00:00,-8,0.702134670593058,5.46526423787686,18.2690329678721,12.8037687299953
"86","FLNRO-WMB 394 ROCK CREEK",2024-09-13 13:00:00,25.8,46,0,297,6.2,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,13,2024,100,0,2024-09-13,2024-09-13 13:00:00,-8,0.6742006856072,5.46526423787686,18.2690329678721,12.8037687299953
"87","FLNRO-WMB 394 ROCK CREEK",2024-09-13 14:00:00,26.5,34,0,171,5.3,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,14,2024,100,0,2024-09-13,2024-09-13 14:00:00,-8,0.603981152406422,5.46526423787686,18.2690329678721,12.8037687299953
"88","FLNRO-WMB 394 ROCK CREEK",2024-09-13 15:00:00,25.3,27,0,75,5.7,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,15,2024,100,0,2024-09-13,2024-09-13 15:00:00,-8,0.49626141613509,5.46526423787686,18.2690329678721,12.8037687299953
"89","FLNRO-WMB 394 ROCK CREEK",2024-09-13 16:00:00,24,22,0,354,5.5,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,13,16,2024,100,0,2024-09-13,2024-09-13 16:00:00,-8,0.358382398804816,5.46526423787686,18.2690329678721,12.8037687299953
